,This is public NIH award data requested using the NIH RePORTER API on 3/13/25. ,,
,appl_id,project_serial_num,fiscal_year
3428,10645063,CA269235,2023
3429,10418064,CA269235,2022
3430,10860980,CA269235,2024
3431,10853077,CA269950,2024
3432,10642765,CA269950,2023
3433,10685029,CA269950,2022
3434,10642815,CA262028,2023
3435,10335481,CA265897,2022
3436,10435099,CA262028,2022
3437,10850693,CA265897,2024
3438,10862819,CA262028,2024
3439,10642683,CA265897,2023
3440,10873305,CA263575,2024
3441,10640955,CA263575,2023
3442,11063689,CA263575,2024
3443,10446455,CA263575,2022
3444,10834228,CA263322,2024
3445,10640224,CA263322,2023
3446,10423847,CA270788,2022
3447,10977463,CA270788,2024
3448,10443477,CA263322,2022
3449,10640159,CA270788,2023
3450,10832625,CA262188,2024
3451,10442847,CA262188,2022
3452,10819544,CA270788,2024
3453,10640286,CA262188,2023
3454,10819001,CA270788,2023
3455,10446970,CA255613,2022
3456,10632128,CA255613,2023
3457,10849693,CA255613,2024
3458,10337860,CA266013,2022
3459,10634518,CA267647,2023
3460,10417379,CA269513,2022
3461,10849699,CA267647,2024
3462,10355878,CA267647,2022
3463,10854941,CA270274,2024
3464,10634555,CA269513,2023
3465,10634506,CA266013,2023
3466,10630967,CA270274,2023
3467,10872273,CA266013,2024
3468,10416320,CA270274,2022
3469,10887391,CA269513,2024
3470,10633262,CA261974,2023
3471,10633303,CA263776,2023
3472,10890592,CA263776,2024
3473,10885009,CA261974,2024
3474,10409225,CA263776,2022
3475,10443928,CA261974,2022
3476,10558685,CA247932,2023
3477,10880244,CA263532,2024
3478,10843874,CA261964,2024
3479,10843914,CA259998,2024
3480,10861839,CA262794,2024
3481,10609917,CA262794,2023
3482,10348627,CA266146,2022
3483,10446165,CA262794,2022
3484,10630936,CA270241,2023
3485,10630558,CA201446,2022
3486,10423240,CA270241,2022
3487,10423153,CA270245,2022
3488,10767490,CA269660,2023
3489,10366752,CA259998,2022
3490,10444758,CA263532,2022
3491,10631041,CA266146,2023
3492,10632106,CA270245,2023
3493,10626717,CA258636,2023
3494,10630101,CA271220,2023
3495,10626932,CA258637,2023
3496,10643622,CA247932,2022
3497,10625325,CA269660,2023
3498,10806158,CA271380,2024
3499,10844459,CA271220,2024
3500,10854743,CA266199,2024
3501,10861732,CA269696,2024
3502,10888981,CA258636,2024
3503,11010063,CA269660,2024
3504,10439192,CA271220,2022
3505,10421222,CA269948,2022
3506,10344658,CA266619,2022
3507,10632124,CA269696,2023
3508,10632063,CA271380,2023
3509,10624338,CA263532,2023
3510,10625442,CA269948,2023
3511,11062290,CA262794,2024
3512,10860952,CA266619,2024
3513,10851780,CA269660,2024
3514,10852986,CA266146,2024
3515,10835924,CA270241,2024
3516,10841614,CA262292,2024
3517,10840408,CA258637,2024
3518,10340029,CA266199,2022
3519,10391024,CA258636,2022
3520,10834159,CA269948,2024
3521,10862696,CA270245,2024
3522,10442052,CA258637,2022
3523,10443225,CA261964,2022
3524,10444423,CA262292,2022
3525,10458154,CA271380,2022
3526,10625367,CA262292,2023
3527,10624789,CA266199,2023
3528,10632126,CA261964,2023
3529,10626733,CA259998,2023
3530,10631872,CA266619,2023
3531,10418178,CA269660,2022
3532,10415744,CA269696,2022
3533,10843227,CA266642,2024
3534,10627744,CA266642,2023
3535,10344246,CA266642,2022
3536,10626857,CA263574,2023
3537,10446155,CA263574,2022
3538,10831022,CA263574,2024
3539,10626076,CA258751,2023
3540,10775817,CA269903,2024
3541,10832615,CA258751,2024
3542,10444295,CA258751,2022
3543,10626108,CA269903,2023
3544,10423072,CA269903,2022
3545,10442513,CA245143,2023
3546,10875268,CA245143,2024
3547,10625616,CA245143,2022
3548,10832577,CA258464,2024
3549,10365891,CA258464,2022
3550,10625255,CA258464,2023
3551,10342413,CA266285,2022
3552,10624784,CA266285,2023
3553,10813766,CA266285,2024
3554,11063625,CA251547,2024
3555,10383721,CA251547,2022
3556,10653820,CA251547,2023
3557,10815561,CA251547,2024
3558,10343898,CA266659,2022
3559,10832670,CA270790,2024
3560,10423769,CA270790,2022
3561,10623188,CA270790,2023
3562,10623163,CA266659,2023
3563,10814912,CA266659,2024
3564,10367122,CA255790,2022
3565,10622474,CA255790,2023
3566,10420981,CA271031,2022
3567,10795660,CA271031,2024
3568,10622548,CA271031,2023
3569,10745809,CA255790,2023
3570,10842315,CA255790,2024
3571,10977380,CA255790,2024
3572,10363270,CA251601,2022
3573,10835940,CA251601,2024
3574,10619506,CA251601,2023
3575,10621824,CA262462,2023
3576,10839999,CA262462,2024
3577,10443386,CA262462,2022
3578,10621282,CA259124,2023
3579,10444128,CA259124,2022
3580,10834990,CA259124,2024
3581,10620720,CA262551,2023
3582,10829405,CA262551,2024
3583,10446361,CA262551,2022
3584,10835929,CA271245,2024
3585,10837797,CA271532,2024
3586,10834757,CA259576,2024
3587,10361997,CA259576,2022
3588,10620254,CA271245,2023
3589,10620122,CA260711,2023
3590,10795932,CA260711,2024
3591,10364366,CA267978,2022
3592,10375146,CA260711,2022
3593,10466535,CA271532,2022
3594,10619640,CA271532,2023
3595,10423777,CA271245,2022
3596,10868534,CA267978,2024
3597,10620127,CA259576,2023
3598,10620305,CA267978,2023
3599,10783037,CA258204,2024
3600,10367490,CA258204,2022
3601,10619565,CA258204,2023
3602,10618174,CA267694,2023
3603,10356582,CA267694,2022
3604,10618248,CA269805,2023
3605,10829812,CA267694,2024
3606,10812381,CA269805,2024
3607,10446803,CA254060,2022
3608,10618305,CA254060,2023
3609,10977366,CA254060,2024
3610,10818106,CA254060,2023
3611,10817836,CA254060,2024
3612,10418967,CA269805,2022
3613,10617850,CA261639,2023
3614,10617656,CA258712,2023
3615,10367271,CA258712,2022
3616,10454017,CA261639,2022
3617,10831955,CA261639,2024
3618,10817851,CA258712,2024
3619,10617320,CA265050,2023
3620,10837823,CA265050,2024
3621,10465802,CA265050,2022
3622,10614057,CA262670,2023
3623,10612928,CA274743,2023
3624,10613543,CA269801,2023
3625,10446852,CA262670,2022
3626,10444401,CA259256,2022
3627,10440966,CA262263,2022
3628,10387368,CA268384,2022
3629,10467512,CA265009,2022
3630,10615852,CA262263,2023
3631,10615610,CA268384,2023
3632,10614059,CA271799,2023
3633,10419078,CA269801,2022
3634,10436014,CA270885,2022
3635,10629825,CA262263,2022
3636,10426606,CA259635,2022
3637,10712396,CA268384,2023
3638,10833627,CA262670,2024
3639,10872045,CA259256,2024
3640,10834028,CA262675,2024
3641,10834183,CA259256,2024
3642,10831037,CA270885,2024
3643,10993530,CA262263,2024
3644,10446375,CA262675,2022
3645,10336826,CA266138,2022
3646,10466303,CA271799,2022
3647,10613486,CA266138,2023
3648,10612053,CA269811,2023
3649,10977471,CA274743,2024
3650,10832034,CA268384,2024
3651,10834176,CA274743,2024
3652,10832007,CA269811,2024
3653,10837777,CA262263,2024
3654,10580086,CA259635,2023
3655,10614618,CA263714,2023
3656,10613584,CA270885,2023
3657,10612435,CA259256,2023
3658,10610905,CA262675,2023
3659,10832646,CA271799,2024
3660,10832033,CA266138,2024
3661,10832057,CA269801,2024
3662,10418848,CA269811,2022
3663,10813209,CA263714,2024
3664,10824229,CA259635,2024
3665,10459116,CA263714,2022
3666,10745902,CA268384,2023
3667,10467183,CA274743,2022
3668,10796612,CA274743,2023
3669,10977425,CA268384,2024
3670,10613512,CA266050,2023
3671,10347718,CA266050,2022
3672,10809008,CA266050,2024
3673,10364840,CA259001,2022
3674,10611416,CA259001,2023
3675,10775787,CA259001,2024
3676,10610923,CA269813,2023
3677,10610931,CA269569,2023
3678,10746501,CA269813,2023
3679,10829410,CA269569,2024
3680,10977460,CA269813,2024
3681,10418563,CA269813,2022
3682,10420774,CA269569,2022
3683,10773096,CA269813,2024
3684,10977459,CA269813,2024
3685,10424162,CA270324,2022
3686,10415753,CA269272,2022
3687,10457160,CA261834,2022
3688,10610470,CA261834,2023
3689,10610444,CA269272,2023
3690,10796859,CA269272,2024
3691,10818686,CA270483,2023
3692,10835962,CA270483,2024
3693,10977462,CA270483,2024
3694,10421667,CA270483,2022
3695,10610443,CA270324,2023
3696,10610465,CA270483,2023
3697,10815541,CA261834,2024
3698,10609032,CA263091,2023
3699,10609073,CA262631,2023
3700,10609061,CA271243,2023
3701,10609055,CA262746,2023
3702,10814197,CA262746,2024
3703,10813142,CA263091,2024
3704,10454043,CA262746,2022
3705,10443113,CA262631,2022
3706,10440636,CA263091,2022
3707,10445377,CA271243,2022
3708,10814351,CA271243,2024
3709,10819216,CA262631,2024
3710,10834139,CA263324,2024
3711,10977414,CA263324,2024
3712,10608192,CA263324,2023
3713,10466504,CA268183,2022
3714,10443072,CA263324,2022
3715,10813712,CA268183,2024
3716,10608198,CA268183,2023
3717,10747768,CA263324,2023
3718,10606587,CA268340,2023
3719,10827855,CA268340,2024
3720,10462813,CA268340,2022
3721,10606500,CA255618,2023
3722,10775820,CA255618,2024
3723,10367001,CA255618,2022
3724,10788323,CA266402,2024
3725,10345161,CA266402,2022
3726,10604317,CA266402,2023
3727,10573286,CA265004,2023
3728,10580068,CA262090,2023
3729,10881700,CA264548,2024
3730,10345435,CA266389,2022
3731,10467363,CA271523,2022
3732,10593172,CA259571,2023
3733,10596525,CA248923,2023
3734,10594497,CA262805,2023
3735,10596172,CA258384,2023
3736,10593971,CA264548,2023
3737,10445457,CA248041,2022
3738,10440792,CA262805,2022
3739,10444160,CA262055,2022
3740,10445974,CA262260,2022
3741,10444598,CA262041,2022
3742,10419491,CA270027,2022
3743,10422315,CA270133,2022
3744,10417806,CA269672,2022
3745,10387023,CA260902,2022
3746,10411472,CA269303,2022
3747,10543682,CA248280,2022
3748,10747516,CA256058,2023
3749,10808865,CA267090,2024
3750,10812388,CA251192,2024
3751,10817711,CA258384,2024
3752,10819150,CA270027,2024
3753,10824254,CA258683,2024
3754,10819229,CA262055,2024
3755,10819128,CA262041,2024
3756,10570259,CA262041,2023
3757,10673793,CA233522,2023
3758,10684545,CA262041,2022
3759,10338560,CA265997,2022
3760,10342915,CA266682,2022
3761,10593136,CA263506,2023
3762,10594537,CA266682,2023
3763,10595677,CA266389,2023
3764,10589142,CA262104,2023
3765,10590661,CA256058,2023
3766,10464043,CA271510,2022
3767,10458409,CA262104,2022
3768,10459608,CA263524,2022
3769,10588229,CA262055,2023
3770,10593086,CA271510,2023
3771,10416477,CA269367,2022
3772,10449648,CA271327,2022
3773,10381660,CA248280,2023
3774,10808574,CA271327,2023
3775,10820407,CA269269,2024
3776,10828349,CA260902,2024
3777,10815564,CA269303,2024
3778,10815538,CA266682,2024
3779,10814380,CA262104,2024
3780,10814920,CA262805,2024
3781,10818387,CA259571,2024
3782,10814385,CA271510,2024
3783,10820522,CA269897,2024
3784,10467174,CA265004,2022
3785,10423310,CA269897,2022
3786,10445658,CA263506,2022
3787,10445123,CA259571,2022
3788,10419173,CA269269,2022
3789,10786075,CA262090,2024
3790,10515890,CA225830,2022
3791,10159872,CA239591,2023
3792,10533366,CA265997,2023
3793,10550227,CA244404,2023
3794,10578719,CA269339,2023
3795,10573314,CA271327,2023
3796,10690484,CA263524,2023
3797,10870208,CA233522,2024
3798,10832584,CA256058,2024
3799,10833460,CA248280,2024
3800,10413399,CA269211,2022
3801,10380781,CA251754,2022
3802,10444602,CA256058,2022
3803,10416945,CA269339,2022
3804,10444131,CA251192,2022
3805,10422781,CA270110,2022
3806,10446546,CA264548,2022
3807,10419497,CA269788,2022
3808,10442546,CA233522,2022
3809,10350432,CA267090,2022
3810,10545052,CA267090,2023
3811,10549221,CA260170,2022
3812,10580845,CA248041,2023
3813,10593785,CA244404,2022
3814,10595045,CA269672,2023
3815,10594945,CA263196,2023
3816,10977465,CA271327,2024
3817,10596156,CA269303,2023
3818,10993730,CA262055,2024
3819,10579293,CA262260,2023
3820,10634705,CA251754,2023
3821,10795841,CA271327,2024
3822,10817927,CA270110,2024
3823,10794282,CA248041,2024
3824,10817769,CA248923,2024
3825,10811635,CA271523,2024
3826,10849646,CA251754,2024
3827,10884875,CA263524,2024
3828,10795641,CA265997,2024
3829,10796844,CA265004,2024
3830,10806232,CA269672,2024
3831,10814260,CA269788,2024
3832,10818352,CA269339,2024
3833,10814229,CA263196,2024
3834,10673007,CA260170,2023
3835,10527645,CA239591,2022
3836,10588195,CA269788,2023
3837,10604870,CA261258,2022
3838,10347682,CA248923,2022
3839,10340927,CA266059,2022
3840,10412883,CA258384,2022
3841,10580071,CA269897,2023
3842,10581656,CA269269,2023
3843,10580053,CA271523,2023
3844,10576370,CA260902,2023
3845,10280279,CA263196,2022
3846,10608148,CA270133,2023
3847,10588173,CA269211,2023
3848,10590624,CA251192,2023
3849,10592422,CA269367,2023
3850,10590620,CA270027,2023
3851,10598613,CA270110,2023
3852,10597135,CA258683,2023
3853,10595668,CA266059,2023
3854,11074372,CA269269,2024
3855,10806969,CA269367,2024
3856,10808914,CA269211,2024
3857,10818521,CA260170,2024
3858,10825506,CA266059,2024
3859,10818326,CA244404,2024
3860,10818372,CA262260,2024
3861,10828786,CA270133,2024
3862,10772021,CA266389,2024
3863,10820425,CA263506,2024
3864,10446536,CA262090,2022
3865,10444022,CA258683,2022
3866,10876890,CA239591,2024
3867,10977381,CA256058,2024
3868,10595654,CA263593,2023
3869,10442812,CA263593,2022
3870,10771247,CA263593,2024
3871,10369388,CA268030,2022
3872,10595033,CA258788,2023
3873,10594978,CA268030,2023
3874,10365573,CA258788,2022
3875,10813071,CA260205,2024
3876,10795109,CA268030,2024
3877,10594980,CA260205,2023
3878,10367500,CA260205,2022
3879,10824356,CA258788,2024
3880,10444630,CA262145,2022
3881,10594502,CA262145,2023
3882,10794368,CA262145,2024
3883,10592334,CA270608,2023
3884,10431230,CA270608,2022
3885,10783038,CA270608,2024
3886,10591512,CA271498,2023
3887,10464834,CA271498,2022
3888,10402178,CA257926,2022
3889,10789968,CA271498,2024
3890,10591545,CA257926,2023
3891,10830164,CA271498,2023
3892,10926896,CA257926,2024
3893,10590654,CA270157,2023
3894,10421100,CA270157,2022
3895,10422200,CA270136,2022
3896,10795843,CA270136,2024
3897,10590632,CA270136,2023
3898,10798317,CA270157,2024
3899,10423961,CA270335,2022
3900,10589809,CA270335,2023
3901,10420520,CA269574,2022
3902,10444126,CA262160,2022
3903,10912074,CA269574,2024
3904,10589810,CA262160,2023
3905,10796928,CA262160,2024
3906,10799641,CA270335,2024
3907,10879334,CA269574,2023
3908,10445135,CA258987,2022
3909,10589063,CA258987,2023
3910,10772099,CA258987,2024
3911,10446420,CA262437,2022
3912,10439098,CA258390,2022
3913,10829892,CA262437,2024
3914,10795087,CA258390,2024
3915,10588189,CA262630,2023
3916,10684531,CA262437,2022
3917,10446419,CA258746,2022
3918,10588175,CA258390,2023
3919,10798220,CA262630,2024
3920,10588222,CA258746,2023
3921,10588242,CA262437,2023
3922,10444826,CA262630,2022
3923,10448971,CA271309,2022
3924,10795855,CA259080,2024
3925,10773146,CA266486,2024
3926,10818457,CA271455,2024
3927,10584592,CA262790,2023
3928,10796867,CA262790,2024
3929,10462192,CA271455,2022
3930,10584489,CA266486,2023
3931,10584524,CA259182,2023
3932,10342786,CA266486,2022
3933,10584536,CA271455,2023
3934,10584507,CA271309,2023
3935,10584614,CA259080,2023
3936,10446917,CA259182,2022
3937,10445963,CA262790,2022
3938,10788418,CA271309,2024
3939,10365729,CA259080,2022
3940,10974630,CA259182,2024
3941,10784709,CA260202,2024
3942,10781935,CA260175,2024
3943,10583556,CA260202,2023
3944,10387600,CA260202,2022
3945,10583516,CA260175,2023
3946,10445617,CA260175,2022
3947,10579323,CA262466,2023
3948,10930921,CA258523,2024
3949,10843205,CA271145,2024
3950,10514804,CA237213,2022
3951,10363534,CA259037,2022
3952,10332251,CA265928,2022
3953,10339901,CA268179,2022
3954,10453984,CA271369,2022
3955,10460794,CA264843,2022
3956,10441776,CA262265,2022
3957,10444380,CA262589,2022
3958,10445187,CA261949,2022
3959,10423910,CA271145,2022
3960,10733578,CA268017,2023
3961,10795890,CA261949,2024
3962,10796804,CA258994,2024
3963,10807160,CA271145,2023
3964,10794362,CA271497,2024
3965,10796899,CA262589,2024
3966,10809689,CA260909,2024
3967,10795892,CA268179,2024
3968,10811736,CA256911,2024
3969,10390676,CA258523,2022
3970,10391239,CA255322,2022
3971,10573289,CA269787,2023
3972,10578820,CA240751,2023
3973,10581488,CA265928,2023
3974,10579300,CA271497,2023
3975,10579326,CA262265,2023
3976,10725276,CA264992,2023
3977,10366718,CA258994,2022
3978,10371552,CA268017,2022
3979,10464855,CA271497,2022
3980,10446232,CA258436,2022
3981,10809052,CA258436,2024
3982,10794299,CA271369,2024
3983,10808901,CA262265,2024
3984,10799561,CA266478,2024
3985,10817007,CA266234,2024
3986,10515605,CA248658,2022
3987,10574374,CA250227,2022
3988,10557878,CA271486,2023
3989,10576409,CA262570,2023
3990,10570081,CA239251,2022
3991,10580829,CA264992,2024
3992,10579285,CA255322,2023
3993,10581522,CA259037,2023
3994,10573212,CA266478,2023
3995,10579292,CA261949,2023
3996,10580040,CA258994,2023
3997,10392170,CA264971,2022
3998,10342970,CA266478,2022
3999,10460857,CA271437,2022
4000,10392170,CA264971,2022
4001,10541171,CA250227,2023
4002,10599593,CA240751,2022
4003,10532827,CA244993,2022
4004,10579984,CA266234,2023
4005,10565949,CA256911,2023
4006,10573162,CA268179,2023
4007,10578725,CA268017,2024
4008,10581670,CA271369,2023
4009,10580061,CA271437,2023
4010,10580054,CA258436,2023
4011,10578743,CA260909,2023
4012,10569119,CA262757,2023
4013,10459994,CA264992,2022
4014,10836263,CA258523,2023
4015,10806951,CA271437,2024
4016,10795659,CA259037,2024
4017,10796970,CA240751,2024
4018,10636858,CA239251,2023
4019,10812334,CA264971,2024
4020,10738022,CA240751,2023
4021,10775793,CA239251,2024
4022,10874370,CA248658,2024
4023,10884036,CA262466,2023
4024,11014842,CA262570,2024
4025,10533427,CA124332,2022
4026,10367904,CA240751,2022
4027,10363987,CA256911,2022
4028,10360478,CA248658,2023
4029,10341663,CA267107,2022
4030,10349208,CA266234,2022
4031,10443971,CA262570,2022
4032,10446399,CA262466,2022
4033,10415467,CA269285,2022
4034,10419618,CA269787,2022
4035,10453424,CA262757,2022
4036,10465680,CA260909,2022
4037,10577746,CA264971,2023
4038,10580791,CA262589,2023
4039,10570956,CA267107,2023
4040,10579308,CA269285,2023
4041,10781896,CA271486,2024
4042,10977319,CA240751,2024
4043,10789955,CA262466,2024
4044,10796849,CA269285,2024
4045,10798149,CA269787,2024
4046,10805375,CA265928,2024
4047,10793534,CA255322,2024
4048,11014837,CA258523,2024
4049,10838352,CA262757,2024
4050,10756066,CA250227,2024
