"This data is provided to meet the data availability requirements for a scientific publication. Data is derived from NIH's internal datasets and from Digital Science's Dimensions Platform. Data from Digital Science is based on metadata as of March 2024 from Digital Science's Dimensions platform, available at https://app.dimensions.ai/. Access was granted under license agreement with the National Cancer Institute. Researchers interested in exploring the data further should visit the Dimensions platform website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppid,researcher_ids,n_pubs,n_nci_funded_pubs,n_nci_funded_projs,nci_role,qual_nci_appl_ids,qual_nci_projs,collab_nci_funded_only,moonshot_pi,min_moonshot_fy,moonshot_projects,med_authors_overall,avg_authors_overall,nci_pub_avg_authors,msfunded_pub_avg_authors,collab_types,n_collab_pubs,n_collab_projs,n_network_collaborators,n_network_coauthors,n_network_copis,n_ms_network_collaborators,n_ms_network_coauthors,n_ms_network_copis,n_collab_nci_docs,n_collab_nci_funded_pubs,n_collab_nci_funded_projs,n_collab_ms_docs,n_collab_msfunded_pubs,n_collab_msfunded_projs,collab_ms_funded_only,collab_post_ms
9974667,ur.0725000426.18,130,43,3,project_pi,10006817; 10094200; 10247507; 10335175; 10479113; 9468930; 9485523; 9635752; 9762859; 9851288,P50CA100632; R01CA218139,n,n,,,18,19.3,28,,Multiple,112,2,130,110,30,,,,44,42,2,,,,,
1880971,ur.0620700321.83,112,57,8,project_pi,10138192; 10208793; 10233981; 10296534; 10296957; 10470762; 9295840; 9307754; 9488346; 9512879; 9582637; 9723044; 9768991; WITHHELDAPPL164; 9996553,R01CA183296; R01CA196590; U01CA232505,n,n,,,9,11.4,12.4,,Multiple,72,2,47,46,4,,,,44,42,2,,,,,
1939831,ur.01137314223.14,126,51,3,project_pi,9211293; 9267031; 9477604; 9691862,R01CA164024; R01CA193776,n,n,,,12,13.8,14.7,,Multiple,94,2,75,75,8,,,,44,42,2,,,,,
7821138,ur.01300327735.01,224,47,2,project_pi,10175869; 9338035; 9542729; 9627672; 9783757; 9988695; 9994730,P20CA233307; U01CA142565,n,n,,,15,14.9,15.6,,Multiple,204,2,131,130,7,,,,44,42,2,,,,,
1936402,ur.014222240037.63,444,65,2,project_pi,10297899; 10478274,R01CA255621,n,n,,,10,12,20.7,,Multiple,109,3,65,64,5,,,,44,42,2,,,,,
9115010,ur.01104054152.96; ur.0616116436.53; ur.01356716447.04,275,44,2,project_pi,10068269; 10138429; 10318924; 10376196; 10597761,R01CA249909; R01CA256969,n,n,,,7,9.5,13.8,,Multiple,101,3,47,47,3,,,,44,42,2,,,,,
6186483,ur.01101536651.51; ur.010712742075.45,142,81,15,project_pi,10051413; 10063479; 10093308; 10117198; 10296735; 10321531; 10439098; 10474447; 9184541; 9262186; 9303960; 9325174; 9382857; 9445700; 9455629; 9477631; 9532095; 9600655; 9606455; 9664612; 9688932; 9828084; 9828546; 9882388; 9889054,R01CA085533; R01CA190477; R01CA193890; R01CA216884; R01CA224272; R01CA254970; R01CA258390; R35CA253059,n,n,,,6,7.9,7.6,,Multiple,50,2,52,51,4,,,,45,43,2,,,,,
14731440,ur.01357354454.12,420,58,2,project_pi,10261374; 10366347; 10475296; 9973695,R01CA241758; R01CA259173,n,n,,,9,9.3,11.9,,Multiple,136,2,68,68,3,,,,45,43,2,,,,,
10520786,ur.0635156540.09,105,52,2,project_pi,10215256; 10263888; 10380304; 10436854; 10469502; 10524147; 9802451; 9858026; 9965894,R01CA240924; U01CA228963,n,n,,,12,14.9,18.8,,Multiple,77,2,110,110,1,,,,45,43,2,,,,,
2448220,ur.014446322752.17,79,47,2,project_pi,10055954; 9236849; 9389485; 9604781; 9828642,R01CA206193,n,n,,,8,8.7,8.2,,Multiple,72,2,36,36,3,,,,45,43,2,,,,,
8574291,ur.0636675223.43,119,65,2,project_pi,10077542; 10322362; 9888218,R01CA154491,n,n,,,9,10,10.4,,Multiple,67,2,38,38,2,,,,45,43,2,,,,,
2115852,ur.011352625147.80,121,51,3,project_pi,10303868; 9187916; 9607392; 9614547; 9664591; 9693681; 9727939; WITHHELDAPPL142; WITHHELDAPPL159,R01CA193511; R01CA232587,n,n,,,9,9.7,10.7,,Multiple,60,2,19,19,2,,,,45,43,2,,,,,
1941993,ur.015245454072.02; ur.0650734507.12,121,50,3,project_pi,10090461; 9307224; 9453655; 9640422; 9868814,R01CA207236,n,n,,,13,20.1,30.5,,Multiple,104,2,136,128,12,,,,45,43,2,,,,,
11747760,ur.01025173125.16,166,48,2,project_pi,10336852; 10393089; 9933697,UM1CA186712,n,n,,,10,12,15.4,,Multiple,119,2,77,74,3,,,,45,43,2,,,,,
1900873,ur.0576016074.88,292,54,3,project_pi,10005275; 9316587; 9333260; 9494550; 9555793; 9705859; 9752239,R01CA175517; R01CA195563,n,n,,,9,9.6,11.9,,Multiple,174,2,61,60,2,,,,45,43,2,,,,,
12542182,ur.0674200203.06,114,70,6,project_pi,10067513; 10124310; 10289350; 10402797; 10492019; 9661149; 9687395; 9842399; 9885536; 9899955,R01CA172145; R01CA226080; R03CA241862,n,n,,,6.5,7.5,7.4,,Multiple,54,2,49,49,1,,,,45,43,2,,,,,
10468879,ur.010667245277.34,103,55,3,project_pi,9245180; 9399634; 9873851,R01CA238686; R21CA205564,n,n,,,10,11.6,10.8,,Multiple,71,2,35,33,6,,,,45,43,2,,,,,
7615361,ur.01262321056.52,89,56,6,project_pi,10169383; 10247781; 10417164; 10480003; 9581205; 9771425; 9816846; 9935019; 9996662,P01CA229997; R01CA235598,n,n,,,9,9.2,9.7,,Multiple,60,3,45,44,6,,,,45,43,2,,,,,
10442611,ur.0656715661.05,257,87,3,project_pi,10197023; 10408137; 9188044; 9385293; 9576059; 9601649; 9736655; 9825526; 9955215,R01CA193895; R01CA229451,n,n,,,11,10.9,11.7,,Multiple,89,4,52,51,4,,,,45,43,2,,,,,
9815121,ur.07520365277.23; ur.01120153110.74,138,53,4,project_pi,10177427; 10208826; 10379405; 10459459; 9182878; 9249000; 9468357; 9487226; 9695869; 9934978; 9957034,R01CA194062; R01CA194617; R01CA240602; R01CA258089,n,n,,,10.5,20.1,36.4,,Multiple,94,2,150,149,2,,,,46,44,2,,,,,
6600395,ur.01046361542.72,58,44,3,project_pi,9274926; 9456913; 9458091,U01CA163304; U24CA086368,n,n,,,11,29.6,35.8,,Multiple,58,2,120,119,3,,,,46,44,2,,,,,
9212634,ur.01354265753.88,143,47,2,project_pi,10018835; 10249261; 10457135; 10481836; 9837273,U01CA239141; U01CA271400,n,n,,,9,9.6,10.1,,Multiple,122,2,27,27,3,,,,46,44,2,,,,,
8662619,ur.0650400105.03,168,50,3,project_pi,10189534; 10442440; 10443072; 10533132; 9818740; 9972944,R01CA237063; R01CA263324,n,n,,,9,10,12.8,,Multiple,113,2,60,60,2,,,,46,44,2,,,,,
7738722,ur.01125276131.12,102,56,4,project_pi,10300936; 10483164,U24CA264009,n,n,,,11,75,129.2,,Multiple,74,2,202,202,2,,,,46,44,2,,,,,
8645671,ur.013546311357.72; ur.01112156155.34,85,47,4,project_pi,10056699; 10355862; 9419236; 9569606; 9770783,R21CA253555; U54CA163071,n,n,,,12,15.2,18.6,,Multiple,70,2,62,56,11,,,,46,44,2,,,,,
6193185,ur.016306456577.67; ur.011176346377.04,138,51,2,research_subproject_pi,10006813; 10008989; 10247038; 10247505; 10478146; 10479107; 9485520; 9585444; 9762857; 9788277,P01CA148600; P50CA100632,n,n,,,14,15.5,18.4,,Multiple,105,2,75,71,14,,,,46,44,2,,,,,
1859431,ur.01230657614.02,165,94,5,project_pi,10057534; 9221991; 9446542,R01CA132115; R21CA235139,n,n,,,10,37.3,58.3,,Multiple,74,2,122,119,8,,,,46,44,2,,,,,
8159182,ur.01154427341.76,154,45,3,project_pi,9247830,R21CA195020,n,n,,,14.5,33.1,75.8,,Multiple,133,2,192,171,27,,,,46,44,2,,,,,
8192387,ur.01120306503.12,88,46,3,project_pi,10506036; 9240606; 9438949; 9648093; 9856991,R01CA204119; U24CA272897,n,n,,,10,22.4,34.7,,Multiple,72,2,131,128,10,,,,46,44,2,,,,,
1950120,ur.0747342151.50; ur.0757446621.45; ur.0630104036.01,169,55,3,project_pi,10018838; 10059208; 10246431; 10328531; 10474417; 9491635; 9688955; 9756945; 9828012; 9849211,P30CA033572; U01CA232216,n,n,,,9,10.2,14.2,,Multiple,76,2,89,82,14,,,,46,44,2,,,,,
1930245,ur.012435747057.42,224,71,4,project_pi,10018806; 10018813; 10242106; 10242107; 10475717; 10475718; 9253354; 9359345; 9491753; 9577916; 9697317; 9758192; 9784140; 9793128; 9793129; 9936165,P01CA049605; P30CA124435; R01CA231582,n,n,,,12,14.6,16.6,,Multiple,142,3,62,53,19,,,,46,44,2,,,,,
1868384,ur.01077106707.21,124,70,7,project_pi,10238836; 10353178; 10417174; 10493345; 9278007; 9439284; 9650238; 9733163,R01CA150925; R01CA180175; R21CA223439; U01CA271830,n,n,,,8,32.4,52,,Multiple,62,3,126,125,7,,,,46,44,2,,,,,
1880468,ur.01161632623.32,137,51,3,project_pi,9337390; 9547777,U01CA182740,n,n,,,5,5.9,7.1,,Multiple,117,3,15,15,2,,,,46,44,2,,,,,
8656419,ur.0614275254.14,67,44,2,project_pi,9433351,R03CA222449,n,n,,,8,9.9,8.7,,Multiple,66,4,38,38,5,,,,46,44,2,,,,,
1868601,ur.0673135462.11; ur.01254025207.46,390,63,2,project_pi,10114993; 10372919; 9696103; 9908061,U01CA236554,n,n,,,8,8.9,11.1,,Multiple,138,5,45,42,7,,,,46,44,2,,,,,
8680137,ur.015102566020.51,114,52,2,project_pi,10031384; 10069488; 10239049; 10251326; 10307232; 10380482; 10415124; 10456859; 10469140; 10524185; 10673273,R01CA251566; U01CA253911,n,n,,,6.5,8.6,11.4,,Multiple,57,2,61,61,8,,,,47,45,2,,,,,
1885663,ur.07457153307.51,97,48,2,project_pi,10112998; 9331439; 9378510; 9378511; 9378828; 9535078; 9616903; 9754579; 9759358; 9791714; 9874045; 9906327; 9963781; 9974642,P30CA006927,n,n,,,13,14.1,15.4,,Multiple,80,2,65,54,16,,,,47,45,2,,,,,
1942839,ur.014006072625.75; ur.015711603447.92; ur.016070515644.45; ur.012721727465.09,230,55,6,project_pi,10093981; 10228206; 10334490; 10460209; WITHHELDAPPL127; 9315776; 9516714; 9571318; 9668914; 9747215; 9762045; 9768702; 9771923; 9771952; 9864055; 9982879,P30CA060553; R01CA192124; R01CA235647,n,n,,,9,9.5,12.9,,Multiple,122,2,94,78,20,,,,47,45,2,,,,,
7932759,ur.0626474533.06,127,60,3,project_pi,10082435; 10088979; 10151317; 10348665; 10387147; 9634872; 9856988,P30CA022453; U01CA199240,n,n,,,8,9,9.3,,Multiple,93,2,72,63,16,,,,47,45,2,,,,,
14088411,ur.0766016731.00,80,46,3,project_pi,10129234; 10210925; 10275095; 10361472; 10406983; 10482384,R01CA252182; R01CA261888; R37CA256867,n,n,,,7,8.4,7.5,,Multiple,68,2,25,25,2,,,,47,45,2,,,,,
8645575,ur.011605151577.04; ur.0623057022.61,104,48,2,project_pi,10011560; 10240470; 10479180; 9240602; 9394866; 9443599; 9602718; 9785431; 9789394,U24CA180803; U24CA231858,n,n,,,10,11.8,12.4,,Multiple,95,2,78,78,7,,,,47,45,2,,,,,
1898856,ur.011414615457.17,88,51,3,project_pi,10328409; 9271944; 9486907; 9675439; 9691885; 9789479; 9830126; WITHHELDAPPL130; 9935202,R01CA206025,n,n,,,10,14.5,10.6,,Multiple,69,2,62,61,3,,,,47,45,2,,,,,
9862553,ur.01235042672.19,72,52,5,project_pi,10064131; 10106593; 10231719; 10349487; 10364132; 10378007; 9235478; 9285722; 9392908; 9508723; 9607999; 9654722; 9840449; 9878803,R01CA160558; R01CA203965; R01CA227912; R01CA260837; R01CA260838,n,n,,,10,10.1,9.9,,Multiple,61,2,24,24,1,,,,48,46,2,,,,,
2446782,ur.01144472313.74; ur.01231273635.32; ur.01035652250.09,188,85,3,project_pi,10130455; 10136427; 10381482; 9240616; 9472303; 9668096; 9889906,R35CA197709,n,n,,,9,15,21.7,,Multiple,87,2,133,131,3,,,,48,46,2,,,,,
10602113,ur.01027532056.07,240,48,3,project_pi,10006058; 10240297; 10446974; 10459455; 9596763; 9754805,R01CA223165; R01CA262496,n,n,,,17.5,18.7,21,,Multiple,208,2,105,105,4,,,,48,46,2,,,,,
10419579,ur.0705037617.31,137,49,2,project_pi,10052232; 10261586; 10305132; 10472056; 10487527,R01CA245969; U19CA264338,n,n,,,13,13.8,15.6,,Multiple,129,2,69,67,4,,,,48,46,2,,,,,
8794068,ur.07625244507.65,166,53,2,research_subproject_pi,10000865; 10247738; 9354051; 9553623; 9759783,P50CA126752,n,n,,,12,12.5,12.4,,Multiple,145,2,24,23,6,,,,48,46,2,,,,,
10657226,ur.01313235042.69,75,47,3,project_pi,10142390; 10306076; 10321976; 10489311; 9728318; 9917741,R01CA238087; R01CA248931,n,n,,,20,46.8,66.6,,Multiple,64,2,206,206,6,,,,48,46,2,,,,,
6410816,ur.016342724011.32; ur.010661701022.77,269,49,2,research_subproject_pi,9342722; 9690363; 9753511,U54CA199090,n,n,,,11,15.1,28.9,,Multiple,168,2,135,131,5,,,,48,46,2,,,,,
9755484,ur.01156062414.96,65,53,5,project_pi,10106593; 10197830; 10231719; 10315918; 10349487; 10378007; 10406369; 10418636; 9508723; 9593688; 9654722; 9712878; 9878803; 9969351,R01CA214746; R01CA227912; R01CA229257; R01CA260837,n,n,,,10,9.4,9.3,,Multiple,57,2,28,28,1,,,,48,46,2,,,,,
14551452,ur.01030712070.07,125,50,6,project_pi,10185418; 10290692; 10368974; 10447792; 10519671,R01CA266446; R21CA263381; R37CA258829,n,n,,,16,21.7,31.6,,Multiple,105,2,179,177,4,,,,48,46,2,,,,,
10780712,ur.0707061024.05,149,47,3,project_pi,10144949; 10428469; 10441995; 9247921; 9477482; 9943903,R01CA181745; R01CA248917,n,n,,,9,10.7,14.3,,Multiple,142,2,94,92,5,,,,48,46,2,,,,,
10538415,ur.01224432107.09,132,51,2,project_pi,10084552; 10084559; 10238155; 10238162; 10428019; 10434858; 10434865; 10623831,U54CA254564,n,n,,,10,13.7,15.6,,Multiple,85,2,68,64,8,,,,48,46,2,,,,,
9253575,ur.016273765117.41,133,54,3,project_pi,10063652; 10103798; 10376777; 9307738; 9696179; 9733984; 9934611; 9947894,R01CA206366; R01CA243023,n,n,,,7,8.5,11.4,,Multiple,58,2,40,40,1,,,,48,46,2,,,,,
1897548,ur.014106746662.71,129,51,2,project_pi,9234502; 9440992,U10CA180802,n,n,,,13,13.5,15.4,,Multiple,91,2,90,90,1,,,,48,46,2,,,,,
1898923,ur.01172234440.27,103,80,4,project_pi,10084282; 10334440; 9288140; 9392356; 9487204; 9598114; 9685149; 9760967; 9830122; 9869874; 9924482,R01CA204345; R01CA235863,n,n,,,8,8.7,9,,Multiple,54,3,45,44,3,,,,48,46,2,,,,,
9151380,ur.01000430505.10,126,74,3,project_pi,10161752; 10207518; 10406256; 10520591; 9226020; 9307232; 9437733; 9542248; 9652814; 9736636; 9875442; 9977924; 9996229,R01CA154426; R01CA202704; R01CA243454,n,n,,,14,14.3,16.4,,Multiple,77,3,72,72,5,,,,48,46,2,,,,,
9562595,ur.01145316454.17,147,47,2,project_pi,9341200; 9515204; 9547805; 9700648; 9701435; 9761477; 9914096,R01CA208371; R01CA227064,n,n,,,7,14.6,8.3,,Multiple,141,3,37,37,4,,,,48,46,2,,,,,
2090584,ur.0746651452.04,551,59,4,project_pi,10421222; 9326822; 9552091; 9562949; 9754585,R01CA269948; U24CA189523,n,n,,,11,18.4,21,,Multiple,209,6,76,76,4,,,,48,46,2,,,,,
1869189,ur.0716732765.06,274,57,2,project_pi,10174887; 10210198; 10381102; 10408747; 10459440; 10524207; 9633849; 9975794; 9986255,P50CA217691; U01CA250040,n,n,,,11,12.9,16.4,,Multiple,159,7,83,79,14,,,,48,46,2,,,,,
1871691,ur.07742301607.18; ur.016445353007.68,74,47,2,project_pi,9281691; 9304799; 9514013; 9527768; 9717102; 9744601,R01CA132870; R01CA190299,n,n,,,11,14.8,17.3,,Multiple,74,2,47,46,7,,,,49,47,2,,,,,
1886242,ur.01350421443.56,91,59,6,project_pi,10013534; 10019488; 10024137; 10024141; 10206018; 10206024; 10228726; 10245086; 10471191; 10475877; 10479796; 10479809; 9336244; 9337392; 9547341; 9548978; 9554119; 9554207; 9764295; 9771373; 9771374; 9978002,P50CA101942; P50CA165962; R35CA210068,n,n,,,11,19.1,25.9,,Multiple,59,2,170,160,18,,,,49,47,2,,,,,
1884033,ur.014525430777.96; ur.0642532557.55,93,62,2,project_pi,10067695; 10256749; 10440142; 10469432; 10687334; 10747635; 9333281; 9542269; 9776470,U01CA199284; U01CA253858,n,n,,,8,23.5,31.8,,Multiple,57,2,99,99,6,,,,49,47,2,,,,,
1867752,ur.0716541053.02,192,66,3,project_pi,10239028; 10405205; 10452654; WITHHELDAPPL166; 10703699; 9590442; 9703148; 9747238; 9785448; 9965890; 9998916,R01CA236591; U01CA230690,n,n,,,11,24.7,49.7,,Multiple,147,2,123,122,6,,,,49,47,2,,,,,
1864794,ur.01347707075.39,128,57,3,project_pi,10063255; 10063256; 10143402; 10160127; 10169590; 10208753; 10208778; 10229709; 10243407; 10395516; 10407333; 10407693; 10413282; 10439980; 10457498; 10514682; 10537768; 9252390; 9356976; 9356982; 9378967; 9378968; 9460374; 9553515; 9553611; 9561077; 9561087; 9616941; 9617077; 9617463; 9617464; 9690573; 9733955; 9733966; 9758246; 9758251; 9783994; 9859710; 9859711; 9859714; 9859715; 9914227; 9988165; 9988173; 9996910,P30CA086862; P50CA097274,n,n,,,12,20,31.1,,Multiple,90,2,148,139,18,,,,49,47,2,,,,,
9393876,ur.016503017507.02,203,69,2,project_pi,10075748; 10114984; 10322674; 10374843; 9543057; 9663910; 9884742,R01CA220581; R01CA249992,n,n,,,8,9,11.7,,Multiple,76,2,49,49,2,,,,49,47,2,,,,,
6355201,ur.01045323560.51,96,61,2,project_pi,9342691; 9359381; 9387400; 9784291,P30CA014089; U01CA199277,n,n,,,9,9.4,10.2,,Multiple,69,2,76,66,11,,,,49,47,2,,,,,
10546823,ur.01212544505.88,86,71,2,project_pi,10296883; 10486091; 9326263,R01CA255522; R21CA202793,n,n,,,7,7.7,7.9,,Multiple,56,2,34,34,1,,,,49,47,2,,,,,
1884811,ur.07663421714.28; ur.015626156717.62,89,65,2,research_subproject_pi,10208784; 10427245; 9312751; 9489167; 9698910; 9935668,P01CA093900,n,n,,,7,7.8,8.2,,Multiple,55,3,24,24,4,,,,49,47,2,,,,,
1895877,ur.01106206356.85,140,55,3,project_pi,10095909; 10378472; 9331422; 9544857,P50CA102701; R01CA255176,n,n,,,10,10.9,12.5,,Multiple,72,4,73,72,9,,,,49,47,2,,,,,
1868071,ur.011423052652.23,136,56,3,project_pi,10222586; 9314484; 9330794; 9532798; 9751788; 9987540,R01CA175716; R35CA197458,n,n,,,14,17.1,22.1,,Multiple,106,7,60,59,3,,,,49,47,2,,,,,
1966250,ur.0625134565.23,73,62,6,project_pi,10017915; 10051399; 10118134; 10129920; 10149965; 10247664; 10316256; 10333372; 10374027; 10475844; 9261282; 9392901; 9463305; 9600650; 9616253; 9763841; 9791785; 9828072; 9830107; 9830508; 9935304; 9971689,P01CA165997; R01CA092900; R01CA216936; R01CA240814; R01CA247803,n,n,,,11,12.6,13.2,,Multiple,54,2,67,67,5,,,,50,48,2,,,,,
1866189,ur.014415043477.22,167,63,2,project_pi,10217787; 10403560; 9338183; 9554818,R21CA260423; U54CA189222,n,n,,,8,9.4,9.2,,Multiple,111,2,63,61,2,,,,50,48,2,,,,,
9046430,ur.01246537655.14,137,48,4,project_pi,10053331; 10310482; 9331584; 9335305; 9548996; 9638387; 9772393; 9833515,P50CA186781; R01CA190045; R01CA234181,n,n,,,13,13.6,16.7,,Multiple,123,2,67,66,7,,,,50,48,2,,,,,
10210338,ur.01242200442.00,199,90,3,project_pi,10417668; 9188042,R01CA269488; R21CA194194,n,n,,,6,6.8,7.2,,Multiple,86,2,32,32,2,,,,50,48,2,,,,,
1885719,ur.012023700477.19,93,49,2,project_pi,10172877; 10397101; 9297262; 9512857; 9709246; 9982617,R01CA192627; R01CA250012,n,n,,,11,11.2,12.6,,Multiple,76,2,31,30,5,,,,50,48,2,,,,,
8848924,ur.01217552105.63,120,67,6,project_pi,10055964; 10072211; 10163144; 10300448; 10400117; 9917102,R01CA236379; R01CA250458,n,n,,,9,10.2,12,,Multiple,77,2,47,47,4,,,,50,48,2,,,,,
10123243,ur.01161367047.01,187,53,4,research_subproject_pi,9853663,P30CA015704,n,n,,,14,13.7,14.7,,Multiple,161,2,81,69,16,,,,50,48,2,,,,,
14491783,ur.01055635651.71,105,52,5,project_pi,9723635; 9785417; 9977134,R00CA218681,n,n,,,16,17.5,17.9,,Multiple,92,2,78,73,9,,,,50,48,2,,,,,
9384989,ur.01126717340.19,115,56,3,project_pi,9201323; 9390044; 9605728; 9831049,R01CA201469,n,n,,,12,15.4,19.3,,Multiple,91,3,116,114,6,,,,50,48,2,,,,,
6521858,ur.012776226277.24,129,77,4,project_pi,10073477; 9211995; 9247285; 9405843; 9420529; 9626885; 9633921; 9839524,R01CA078383; R01CA150190,n,n,,,10,14,17.4,,Multiple,69,3,66,65,9,,,,50,48,2,,,,,
1881541,ur.0625634642.95,231,152,5,project_pi,9302298; 9340081; 9379072; 9681522,P50CA180890; R01CA087472,n,n,,,3,3.5,3.3,,Multiple,57,3,37,35,8,,,,50,48,2,,,,,
8819228,ur.010233572037.78,526,311,4,project_pi,10064580; 10116318; 10240899; 10304543; 10378575; 10678480; 9212516; 9415425; 9606446; 9761736; 9843455; 9890475,P30CA021765; U01CA246510; U24CA055727,n,n,,,14,15,15.5,,Multiple,515,2,146,141,9,,,,306,304,2,,,,,
9170669,ur.01271205714.88,171,51,5,project_pi,10296607; 10304590; 10450821; 10485241; 9190365; 9316569; 9406692; 9655297,R01CA181242; R01CA255872; R01CA258160; R21CA198042,n,n,,,8,9.3,12.9,,Multiple,110,2,83,83,6,,,,51,49,2,,,,,
14352857,ur.0761006313.85,70,50,2,project_pi,10004584; 10440579; 9352798; 9548912; 9763516,U24CA210979; U24CA271075,n,n,,,22.5,48.9,61.5,,Multiple,66,2,107,107,3,,,,51,49,2,,,,,
9214782,ur.01100423465.31,99,58,3,project_pi,10064998; 10323261; 9421237; 9614979; 9684061; 9831060; 9843647,R01CA221957; R01CA232591,n,n,,,11,9.9,10.5,,Multiple,82,2,26,26,1,,,,51,49,2,,,,,
9702151,ur.01106575331.03,76,50,5,project_pi,10017668; 10112209; 10352416; 9972502,R01CA156744; R01CA240515,n,n,,,9,11.5,12.5,,Multiple,75,2,100,87,20,,,,51,49,2,,,,,
2085356,ur.0642031501.77,128,64,2,project_pi,10219178; 10472536; 9659905; 9985086,U01CA224044,n,n,,,13,14.7,16.5,,Multiple,89,2,95,92,7,,,,51,49,2,,,,,
7545397,ur.01206172055.32,54,49,3,project_pi,10012450; 10013414; 10295750; 9291434; 9512730; WITHHELDAPPL167; 9765922; 9918878,R01CA172786; R01CA231952,n,n,,,9,9.4,9.4,,Multiple,53,2,25,25,2,,,,51,49,2,,,,,
10361345,ur.016536243163.82; ur.010477472267.46,69,49,3,project_pi,10203209; 10385926; 10399601,R01CA203737; R01CA260274,n,n,,,15,16.8,18.7,,Multiple,65,2,80,80,2,,,,51,49,2,,,,,
9563977,ur.01340316643.51,115,52,2,project_pi,10211986; 10375661; 10398961; 10485851; 9922872,R01CA252964; U01CA152662,n,n,,,9,10,11.7,,Multiple,102,2,42,42,2,,,,51,49,2,,,,,
10697167,ur.01237303404.13,115,53,5,project_pi,10268766; 10270395; 10452722; 10489770; 9195708; 9438141; 9778765,P01CA254849; P50CA136393; R03CA201502; R21CA216652,n,n,,,12,12.7,15.2,,Multiple,98,3,56,48,12,,,,51,49,2,,,,,
11688114,ur.01077062066.85; ur.01345421641.24,106,57,2,project_pi,10223222; 10422123; 9379383; 9546698; 9732474; 9970457,R01CA220009; R01CA269919,n,n,,,8,10.5,12.3,,Multiple,72,3,73,72,3,,,,51,49,2,,,,,
1878565,ur.014763762217.12,147,91,3,project_pi,10006088; 9329291; 9358692; 9540845; 9547788; 9753735; 9763480,R01CA195573; U01CA207946,n,n,,,6,7.4,8.2,,Multiple,59,3,62,60,6,,,,51,49,2,,,,,
1867698,ur.015171303364.25; ur.01226222634.49,134,79,4,project_pi,10213213; 10213217; 10250329; 10465288; 9209501; 9209505; 9336828; 9336835; 9336838; 9336839; 9413800; 9452898; 9452902; 9605937; 9694168; 9694175; 9778790; 9939458; 9939470; 9999530,P01CA069246; R35CA232103; U19CA179563,n,n,,,10,15.9,18.1,,Multiple,72,6,88,87,10,,,,51,49,2,,,,,
9211895,ur.010601656437.10; ur.013521445237.26,115,52,2,project_pi,9330794,R01CA175716,n,n,,,14,16.3,18.3,,Multiple,110,6,58,58,1,,,,51,49,2,,,,,
7597501,ur.0664570214.26,158,52,2,project_pi,10173727; 10417065; 9998057,R01CA244673,n,n,,,11,15.7,23.3,,Multiple,136,2,25,24,2,,,,52,50,2,,,,,
1968917,ur.01154210175.60,121,72,3,research_subproject_pi,10116315; 10270673; 10378574; 10479007; 9632013; 9883747,P01CA096832; P30CA021765,n,n,,,12,15.6,18.3,,Multiple,91,2,87,81,12,,,,52,50,2,,,,,
1939648,ur.014227027707.98,147,55,2,project_pi,9341075; 9550921,R01CA136551,n,n,,,13,12.3,12.4,,Multiple,112,2,59,58,4,,,,52,50,2,,,,,
1955384,ur.0671470530.34,114,51,4,project_pi,10078604; 10318589; 10504739; 9265452; 9668630; 9831622,R01CA195450; R01CA235672; R01CA273194,n,n,,,10,9.7,11.4,,Multiple,100,2,62,61,4,,,,52,50,2,,,,,
9211864,ur.0646175555.95,291,58,2,project_pi,10249302; 10427409; 9975980,R01CA249921,n,n,,,13,14.5,18.9,,Multiple,197,2,92,92,2,,,,52,50,2,,,,,
1877631,ur.01240346011.02,79,56,7,project_pi,10247612; 10477076; 9268409; 9310376; 9389061; 9401993; 9466396; 9502256; 9513472; 9557009; 9604398; 9609392; 9612719; 9793162; 9987556,P30CA082709; R01CA102792; R01CA210489; R01CA221158; R01CA224493; U01CA215848,n,n,,,10,10.3,11.2,,Multiple,68,2,55,45,12,,,,52,50,2,,,,,
14398948,ur.01120712765.07,207,52,2,project_pi,10434410,R21CA263132,n,n,,,13,14.7,21.3,,Multiple,164,2,138,127,13,,,,52,50,2,,,,,
9090324,ur.015203204074.97,95,66,9,project_pi,10302409; 10374340; 10449262; 9305769; 9326246; 9527765; 9528504; 9749948,R01CA182424; R01CA193813; R01CA248037; R01CA256158,n,n,,,10,11.9,12.5,,Multiple,60,2,75,74,8,,,,52,50,2,,,,,
7900207,ur.0771575171.20,127,67,2,project_pi,9687254,R01CA228527,n,n,,,7,7.8,8.6,,Multiple,70,3,47,47,2,,,,52,50,2,,,,,
1872551,ur.01306403461.67,560,253,6,project_pi,10204939; 10421425; 9316537; 9606023; 9753180; 9978760,R01CA186567; R35CA220436,n,n,,,5,6,6.2,,Multiple,110,3,31,29,4,,,,52,50,2,,,,,
1928314,ur.0772754707.26,152,72,5,project_pi,10146959; 10298553; 10307029; 10307030; 10492482; 9311036; 9452018; 9691169; 9711230; 9746918; 9881289; 9913474,R01CA101774; R01CA237039; R35CA253096,n,n,,,10,11.6,12.4,,Multiple,80,3,85,73,19,,,,52,50,2,,,,,
8769292,ur.0662301275.38,261,56,2,project_pi,10002208; 10131156; 10217050; 10360496; 10451562; 9710911; 9822504; 9891988,R01CA238023; U24CA237683,n,n,,,15,15.5,18,,Multiple,227,2,108,108,3,,,,53,51,2,,,,,
